Source,Target,Type,Id,Label,Weight,filter_keep_edge
VidorLu,fonncllau10,Directed,1503,,1,true
VidorLu,giordano_girl,Directed,1502,,1,true
VidorLu,gonagipe,Directed,1501,,1,true
VidorLu,jamlima77,Directed,1500,,1,true
VidorLu,jeje_cricri,Directed,1499,,1,true
VidorLu,kelvin_a10,Directed,1498,,1,true
VidorLu,lazarorosa25,Directed,1497,,1,true
VidorLu,lolaescreva,Directed,1496,,1,true
VidorLu,lucivaniasousa,Directed,1494,,1,true
VidorLu,netto41,Directed,1493,,1,true
VidorLu,oicram2016,Directed,1492,,1,true
VidorLu,profalexmarcelo,Directed,1491,,1,true
VidorLu,queenvermelha13,Directed,1490,,1,true
VidorLu,relidafernanda,Directed,1489,,1,true
VidorLu,tuittage,Directed,1488,,1,true
VidorLu,velhodoriorj,Directed,1487,,1,true
VidorLu,zurenemanique,Directed,1486,,1,true
VidorLu,nandatorres21,Directed,1485,,1,true
VidorLu,euailze,Directed,1309,,1,true
VidorLu,eliiwelton,Directed,1265,,1,true
VidorLu,elianeespindo14,Directed,1264,,1,true
VidorLu,edsozx,Directed,1263,,1,true
VidorLu,AngelJones_13,Directed,1047,,1,true
VidorLu,CamilaPazCosta1,Directed,1046,,1,true
VidorLu,CarlosS48442375,Directed,1045,,1,true
VidorLu,SamuraiChines,Directed,1044,,1,true
VidorLu,Solphis_chan,Directed,1043,,1,true
VidorLu,TelesCombate,Directed,1042,,1,true
VidorLu,TiciaEvans,Directed,1041,,1,true
VidorLu,VanessaCruzs2,Directed,1040,,1,true
VidorLu,ZeliVanderlei,Directed,1039,,1,true
VidorLu,ZellFlorizel,Directed,1038,,1,true
VidorLu,adamoantonioni,Directed,1037,,1,true
VidorLu,Rosaniba,Directed,1036,,1,true
VidorLu,ajleal,Directed,1035,,1,true
VidorLu,canalcoerencia,Directed,1034,,1,true
VidorLu,cassiooliveir_,Directed,1033,,1,true
VidorLu,cervejadgarrafa,Directed,1032,,1,true
VidorLu,cesarcalejon1,Directed,1031,,1,true
VidorLu,claudiofalatudo,Directed,1030,,1,true
VidorLu,consallys,Directed,1029,,1,true
VidorLu,daniduncan,Directed,1028,,1,true
VidorLu,didizinhailha,Directed,1027,,1,true
VidorLu,buarqueana13,Directed,1026,,1,true
VidorLu,RonnyCombate,Directed,1024,,1,true
VidorLu,RicardaBatista,Directed,1023,,1,true
VidorLu,CarlucciMurilo,Directed,1022,,1,true
VidorLu,CrisSilvaSJC,Directed,1021,,1,true
VidorLu,Cro_thom,Directed,1020,,1,true
VidorLu,DREEZ_171,Directed,1019,,1,true
VidorLu,Dan_SK,Directed,1018,,1,true
VidorLu,DielNascimento4,Directed,1017,,1,true
VidorLu,EdsonFilho74,Directed,1016,,1,true
VidorLu,ElzaAugusta,Directed,1015,,1,true
VidorLu,Robi73589635,Directed,1014,,1,true
VidorLu,JRBRONKO,Directed,1013,,1,true
VidorLu,LucianaMSSanch1,Directed,1012,,1,true
VidorLu,LulaSilvaLivre,Directed,1011,,1,true
VidorLu,MDu2022,Directed,1010,,1,true
VidorLu,M_Cristian18,Directed,1009,,1,true
VidorLu,MarcelaSaraivas,Directed,1008,,1,true
VidorLu,Naradmoraes,Directed,1007,,1,true
VidorLu,Neg_POETA,Directed,1006,,1,true
VidorLu,OsBrizolistas,Directed,1005,,1,true
VidorLu,JosDonizettiVi3,Directed,1004,,1,true
VidorLu,rsafllics,Directed,239,,2,true
VidorLu,sorayabborges,Directed,237,,2,true
VidorLu,CornetaCritica,Directed,236,,2,true
VidorLu,danielmarks17,Directed,178,,3,true
VidorLu,winsletpaulson,Directed,165,,3,true
VidorLu,OBrizolulista,Directed,87,,5,true
VidorLu,MarcianoBrito13,Directed,15,,10,true
VidorLu,marcosaraujjoo,Directed,7,,11,true
VidorLu,_Janoninho,Directed,1,,14,true
VidorLu,joaodomenech,Directed,0,,14,true
joaodomenech,cervejadgarrafa,Directed,2455,,1,true
joaodomenech,cesarcalejon1,Directed,2454,,1,true
joaodomenech,fonncllau10,Directed,2453,,1,true
joaodomenech,lazarorosa25,Directed,2452,,1,true
joaodomenech,MarcianoBrito13,Directed,2447,,1,true
joaodomenech,EdsonFilho74,Directed,2436,,1,true
joaodomenech,_Janoninho,Directed,57,,6,true
joaodomenech,joaodomenech,Directed,3,,13,true
MariaSouzza1315,joaodomenech,Directed,5854,,1,true
MarcoAn52862258,joaodomenech,Directed,5789,,1,true
ORIGOM_14,joaodomenech,Directed,5659,,1,true
Miriamlopesrod1,joaodomenech,Directed,5586,,1,true
Kaliljacob1,joaodomenech,Directed,5499,,1,true
JosSantanadaS13,joaodomenech,Directed,5369,,1,true
Lidcar3,joaodomenech,Directed,5225,,1,true
Regina13Ara,joaodomenech,Directed,5050,,1,true
RobertDCRocha,joaodomenech,Directed,4898,,1,true
RoMoraess2,joaodomenech,Directed,4880,,1,true
Patricia_Paes10,joaodomenech,Directed,4530,,1,true
CeticoLover,joaodomenech,Directed,4274,,1,true
Claudia94622157,joaodomenech,Directed,4236,,1,true
AishaJanne,joaodomenech,Directed,4081,,1,true
4rrud4,joaodomenech,Directed,3976,,1,true
ANTONIOCAJNIOR1,joaodomenech,Directed,3940,,1,true
Andreaasiss0303,joaodomenech,Directed,3876,,1,true
AnaXataOficial,joaodomenech,Directed,3840,,1,true
AlineGigena,joaodomenech,Directed,3805,,1,true
AnaBonini14,joaodomenech,Directed,3759,,1,true
Francis84008209,joaodomenech,Directed,3616,,1,true
EurivaldoLima10,joaodomenech,Directed,3611,,1,true
IamDudiKk,joaodomenech,Directed,3563,,1,true
Francisdemocrac,joaodomenech,Directed,3455,,1,true
Daniela22338341,joaodomenech,Directed,3366,,1,true
Dane_Coelho,joaodomenech,Directed,3244,,1,true
ElianeAugusta,joaodomenech,Directed,3154,,1,true
lembrandoVoce,joaodomenech,Directed,2991,,1,true
lohanasantos90,joaodomenech,Directed,2947,,1,true
kerssia10,joaodomenech,Directed,2935,,1,true
katiymaia,joaodomenech,Directed,2912,,1,true
marhean40,joaodomenech,Directed,2835,,1,true
mae_tarjapreta,joaodomenech,Directed,2830,,1,true
fabiolabarcela,joaodomenech,Directed,2557,,1,true
flavio_bem,joaodomenech,Directed,2522,,1,true
hiago9911,joaodomenech,Directed,2386,,1,true
imflopadaa,joaodomenech,Directed,2367,,1,true
itmekamila,joaodomenech,Directed,2328,,1,true
ruth_chagas_51,joaodomenech,Directed,2155,,1,true
vlds_jr,joaodomenech,Directed,2138,,1,true
maubitencourt,joaodomenech,Directed,1878,,1,true
poesierichel,joaodomenech,Directed,1787,,1,true
ninicarvalho,joaodomenech,Directed,1674,,1,true
ZeliaMaran,joaodomenech,Directed,1599,,1,true
_FlavisCarvalho,joaodomenech,Directed,1545,,1,true
adsrocha6,joaodomenech,Directed,1338,,1,true
alessandro_kd,joaodomenech,Directed,1270,,1,true
Soraya41633025,joaodomenech,Directed,1259,,1,true
TEATRO1994,joaodomenech,Directed,1209,,1,true
SirleiFlesch,joaodomenech,Directed,1200,,1,true
TniaBarrozo,joaodomenech,Directed,923,,1,true
anpgo,joaodomenech,Directed,913,,1,true
danilohugou,joaodomenech,Directed,908,,1,true
daiamorfim,joaodomenech,Directed,893,,1,true
cmbortowski,joaodomenech,Directed,823,,1,true
dudinhazinhaq,joaodomenech,Directed,635,,1,true
carlosrafer,joaodomenech,Directed,540,,1,true
bethebaroni,joaodomenech,Directed,539,,1,true
bonequi91,joaodomenech,Directed,474,,1,true
aquino1976,joaodomenech,Directed,436,,1,true
madelcostas,joaodomenech,Directed,362,,2,true
soraya_naccache,joaodomenech,Directed,356,,2,true
LucliaS35081712,joaodomenech,Directed,347,,2,true
InesveronicaDe2,joaodomenech,Directed,303,,2,true
badvibeslg,joaodomenech,Directed,300,,2,true
ItalobomVictor,joaodomenech,Directed,291,,2,true
_kleber_silva,joaodomenech,Directed,277,,2,true
Astuto31111581,joaodomenech,Directed,275,,2,true
GLAUCIBARROS15,joaodomenech,Directed,266,,2,true
Catarina_47,joaodomenech,Directed,255,,2,true
ROBERTA57596546,joaodomenech,Directed,254,,2,true
Mauro46431491,joaodomenech,Directed,252,,2,true
primasilenciosa,joaodomenech,Directed,247,,2,true
RegBRAJP,joaodomenech,Directed,238,,2,true
AndreiaPatroci2,joaodomenech,Directed,223,,2,true
catarinabioband,joaodomenech,Directed,222,,2,true
sa_carlos,joaodomenech,Directed,220,,2,true
Fabiana29202402,joaodomenech,Directed,219,,2,true
GirassolBrecho,joaodomenech,Directed,216,,2,true
mrslazzie,joaodomenech,Directed,205,,2,true
MDu2022,joaodomenech,Directed,192,,2,true
ootremcaioxx,joaodomenech,Directed,191,,2,true
profvalentimbr,joaodomenech,Directed,184,,3,true
Pitchucky,joaodomenech,Directed,182,,3,true
amerciapps,joaodomenech,Directed,180,,3,true
zelatorre,joaodomenech,Directed,172,,3,true
Aninha56465630,joaodomenech,Directed,171,,3,true
mariahconrado,joaodomenech,Directed,169,,3,true
acquabubbles,joaodomenech,Directed,166,,3,true
eng_kelly,joaodomenech,Directed,162,,3,true
Tatiana73985584,joaodomenech,Directed,160,,3,true
pacato13760420,joaodomenech,Directed,155,,3,true
MarcoAntnioDu1,joaodomenech,Directed,154,,3,true
AstralSandro,joaodomenech,Directed,133,,3,true
Almir_del,joaodomenech,Directed,131,,3,true
Feliped82375579,joaodomenech,Directed,127,,4,true
svennanciogmai1,joaodomenech,Directed,124,,4,true
edvaldo_fonseca,joaodomenech,Directed,105,,4,true
rooseveltribam3,joaodomenech,Directed,85,,5,true
AndrRgo1,joaodomenech,Directed,81,,5,true
bysincerona,joaodomenech,Directed,79,,5,true
IsoldaCerqueira,joaodomenech,Directed,77,,5,true
rosielepamela1,joaodomenech,Directed,76,,5,true
luisalv010474,joaodomenech,Directed,70,,5,true
AgapitoVilson,joaodomenech,Directed,67,,5,true
conciliele,joaodomenech,Directed,65,,5,true
elizsoares,joaodomenech,Directed,62,,5,true
homo10sapiens,joaodomenech,Directed,60,,6,true
Repente40,joaodomenech,Directed,56,,6,true
vaz_eunice,joaodomenech,Directed,46,,6,true
carlosmouramelo,joaodomenech,Directed,33,,7,true
SoyAlineBatista,joaodomenech,Directed,29,,7,true
nadiaprado7,joaodomenech,Directed,11,,10,true
gayLulista13,joaodomenech,Directed,6,,12,true
_Janoninho,_Janoninho,Directed,1535,,1,true
_Janoninho,cesarcalejon1,Directed,1534,,1,true
_Janoninho,lazarorosa25,Directed,1533,,1,true
Mariatirui,_Janoninho,Directed,5894,,1,true
MariaSouzza1315,_Janoninho,Directed,5868,,1,true
Mauro46431491,_Janoninho,Directed,5808,,1,true
OGizelly,_Janoninho,Directed,5664,,1,true
Katiasimonegar1,_Janoninho,Directed,5525,,1,true
JoseAnd02793053,_Janoninho,Directed,5402,,1,true
JosDonizettiVi3,_Janoninho,Directed,5378,,1,true
LevyAlbuquerqu2,_Janoninho,Directed,5248,,1,true
LeneHTrin,_Janoninho,Directed,5242,,1,true
LilianeRosa_,_Janoninho,Directed,5195,,1,true
RosaHVitor,_Janoninho,Directed,4859,,1,true
Rodrigo33329172,_Janoninho,Directed,4841,,1,true
ProsecutorMaste,_Janoninho,Directed,4619,,1,true
PrimilaMaria,_Janoninho,Directed,4494,,1,true
Astuto31111581,_Janoninho,Directed,4426,,1,true
BiaPinh45102496,_Janoninho,Directed,4400,,1,true
Charles07683213,_Janoninho,Directed,4243,,1,true
Claudia94622157,_Janoninho,Directed,4238,,1,true
Aleales8,_Janoninho,Directed,4084,,1,true
AkosLiszt,_Janoninho,Directed,4074,,1,true
AnaXataOficial,_Janoninho,Directed,3776,,1,true
AnaCarol_Balzaq,_Janoninho,Directed,3755,,1,true
Flavio37294199,_Janoninho,Directed,3703,,1,true
IsabelC29886872,_Janoninho,Directed,3554,,1,true
GlaydistaniaF,_Janoninho,Directed,3406,,1,true
Cleidedpaula,_Janoninho,Directed,3392,,1,true
Corrreea123,_Janoninho,Directed,3279,,1,true
Dane_Coelho,_Janoninho,Directed,3248,,1,true
EdilsonBispo10,_Janoninho,Directed,3179,,1,true
ElianeAugusta,_Janoninho,Directed,3159,,1,true
EMelorini,_Janoninho,Directed,3067,,1,true
DutraAquiles,_Janoninho,Directed,3036,,1,true
lorenai28604404,_Janoninho,Directed,2979,,1,true
liviacamis,_Janoninho,Directed,2965,,1,true
karineneves13ca,_Janoninho,Directed,2917,,1,true
marcia_gueiros,_Janoninho,Directed,2849,,1,true
marhean40,_Janoninho,Directed,2837,,1,true
maisamorp,_Janoninho,Directed,2823,,1,true
marioasouza72,_Janoninho,Directed,2796,,1,true
lulumanaus,_Janoninho,Directed,2687,,1,true
lurinaldi1702,_Janoninho,Directed,2683,,1,true
gusta20202,_Janoninho,Directed,2624,,1,true
jeorgitogomes,_Janoninho,Directed,2485,,1,true
josue_aron13,_Janoninho,Directed,2449,,1,true
silvaalinea,_Janoninho,Directed,2285,,1,true
sahesilva19,_Janoninho,Directed,2187,,1,true
ruth_chagas_51,_Janoninho,Directed,2158,,1,true
terezajunquilh2,_Janoninho,Directed,2031,,1,true
toimdacacamba,_Janoninho,Directed,2025,,1,true
mrslazzie,_Janoninho,Directed,1943,,1,true
newesameth,_Janoninho,Directed,1915,,1,true
mary_joy_morais,_Janoninho,Directed,1845,,1,true
milemile2022,_Janoninho,Directed,1807,,1,true
profis_cleber,_Janoninho,Directed,1773,,1,true
ZeliVanderlei,_Janoninho,Directed,1611,,1,true
ZeliaMaran,_Janoninho,Directed,1603,,1,true
Yourpurposeee,_Janoninho,Directed,1581,,1,true
_ZeDoPovo_,_Janoninho,Directed,1568,,1,true
Weslley02374166,_Janoninho,Directed,1475,,1,true
aimeudedinho,_Janoninho,Directed,1287,,1,true
Soraya41633025,_Janoninho,Directed,1261,,1,true
TEATRO1994,_Janoninho,Directed,1210,,1,true
SirleiFlesch,_Janoninho,Directed,1176,,1,true
SessaAriel,_Janoninho,Directed,1170,,1,true
Selma48426844,_Janoninho,Directed,1140,,1,true
Tatiana73985584,_Janoninho,Directed,968,,1,true
Treta53199668,_Janoninho,Directed,956,,1,true
dayserp1,_Janoninho,Directed,898,,1,true
danielmarks17,_Janoninho,Directed,895,,1,true
dmldbdmldb,_Janoninho,Directed,860,,1,true
elizsoares,_Janoninho,Directed,713,,1,true
fabio8304,_Janoninho,Directed,695,,1,true
euvithecrown,_Janoninho,Directed,674,,1,true
elianefernandas,_Janoninho,Directed,617,,1,true
carlosrafer,_Janoninho,Directed,538,,1,true
ceara59,_Janoninho,Directed,418,,1,true
claqueteseca,_Janoninho,Directed,383,,1,true
soraya_naccache,_Janoninho,Directed,357,,2,true
LucliaS35081712,_Janoninho,Directed,355,,2,true
zurenemanique,_Janoninho,Directed,351,,2,true
Melo_Brasil_,_Janoninho,Directed,350,,2,true
alessandro_kd,_Janoninho,Directed,343,,2,true
RonaldoJBBarros,_Janoninho,Directed,329,,2,true
AgapitoVilson,_Janoninho,Directed,328,,2,true
bethebaroni,_Janoninho,Directed,322,,2,true
luisalv010474,_Janoninho,Directed,314,,2,true
Dan_SK,_Janoninho,Directed,313,,2,true
Kaliljacob1,_Janoninho,Directed,309,,2,true
ALEGODOYBOTTINI,_Janoninho,Directed,306,,2,true
Alexandremai5,_Janoninho,Directed,304,,2,true
ORIGOM_14,_Janoninho,Directed,302,,2,true
ItalobomVictor,_Janoninho,Directed,293,,2,true
SoyAlineBatista,_Janoninho,Directed,290,,2,true
eng_kelly,_Janoninho,Directed,289,,2,true
bola1companhero,_Janoninho,Directed,285,,2,true
GiselyFelipe1,_Janoninho,Directed,283,,2,true
CValgueredo,_Janoninho,Directed,276,,2,true
MarcoAntnioDu1,_Janoninho,Directed,272,,2,true
itmekamila,_Janoninho,Directed,263,,2,true
Vacinaagora,_Janoninho,Directed,259,,2,true
Catarina_47,_Janoninho,Directed,258,,2,true
sa_carlos,_Janoninho,Directed,257,,2,true
ArlindoATavares,_Janoninho,Directed,244,,2,true
primasilenciosa,_Janoninho,Directed,243,,2,true
catarinabioband,_Janoninho,Directed,240,,2,true
prasemprelula,_Janoninho,Directed,235,,2,true
Regina13Ara,_Janoninho,Directed,232,,2,true
jeannyy,_Janoninho,Directed,230,,2,true
csilvarego,_Janoninho,Directed,229,,2,true
rooseveltribam3,_Janoninho,Directed,228,,2,true
CeticoLover,_Janoninho,Directed,218,,2,true
igormartzell,_Janoninho,Directed,206,,2,true
Bete90071388,_Janoninho,Directed,200,,2,true
BlendaKelly3,_Janoninho,Directed,193,,2,true
Luizcar20598106,_Janoninho,Directed,185,,3,true
ailtoncasares1,_Janoninho,Directed,183,,3,true
badvibeslg,_Janoninho,Directed,181,,3,true
analucasdel,_Janoninho,Directed,179,,3,true
AnaBonini14,_Janoninho,Directed,177,,3,true
carlosmouramelo,_Janoninho,Directed,175,,3,true
carlostaurus99,_Janoninho,Directed,174,,3,true
SoniaKraucher,_Janoninho,Directed,170,,3,true
RegBRAJP,_Janoninho,Directed,167,,3,true
PatyHelena8,_Janoninho,Directed,163,,3,true
gonzaga_marconi,_Janoninho,Directed,161,,3,true
lupurpurina,_Janoninho,Directed,159,,3,true
Almir_del,_Janoninho,Directed,158,,3,true
Andreaasiss0303,_Janoninho,Directed,156,,3,true
AlvesFilomeno,_Janoninho,Directed,153,,3,true
Gabriella3516,_Janoninho,Directed,152,,3,true
Alexmoc,_Janoninho,Directed,151,,3,true
lidibatidao,_Janoninho,Directed,150,,3,true
Claudialula13,_Janoninho,Directed,148,,3,true
AndreiaPatroci2,_Janoninho,Directed,147,,3,true
libriana86,_Janoninho,Directed,144,,3,true
sorayabborges,_Janoninho,Directed,143,,3,true
debscsantos,_Janoninho,Directed,142,,3,true
santossonia407,_Janoninho,Directed,140,,3,true
alexandrarubima,_Janoninho,Directed,139,,3,true
Cezar33601670,_Janoninho,Directed,138,,3,true
elaneide,_Janoninho,Directed,137,,3,true
_kleber_silva,_Janoninho,Directed,132,,3,true
eduzanete,_Janoninho,Directed,129,,4,true
marinacafadv,_Janoninho,Directed,128,,4,true
EurivaldoLima10,_Janoninho,Directed,126,,4,true
ricardo10099129,_Janoninho,Directed,125,,4,true
JosSantanadaS13,_Janoninho,Directed,123,,4,true
RosemarySantos,_Janoninho,Directed,122,,4,true
vaz_eunice,_Janoninho,Directed,121,,4,true
bysincerona,_Janoninho,Directed,120,,4,true
Sabelhinhaa,_Janoninho,Directed,117,,4,true
anapaulapetista,_Janoninho,Directed,115,,4,true
IsoldaCerqueira,_Janoninho,Directed,114,,4,true
MarilisMolinari,_Janoninho,Directed,113,,4,true
Luishug68080237,_Janoninho,Directed,109,,4,true
Aninha56465630,_Janoninho,Directed,108,,4,true
analucia3g,_Janoninho,Directed,107,,4,true
zebedeudascoves,_Janoninho,Directed,106,,4,true
Cf70Cristina,_Janoninho,Directed,104,,4,true
CelloCastro,_Janoninho,Directed,103,,4,true
amgelfer,_Janoninho,Directed,102,,5,true
fabiolabarcela,_Janoninho,Directed,101,,5,true
Adalgis51564937,_Janoninho,Directed,100,,5,true
MariaLu01646980,_Janoninho,Directed,99,,5,true
MariaSi25970757,_Janoninho,Directed,98,,5,true
ninicarvalho,_Janoninho,Directed,97,,5,true
pudim301,_Janoninho,Directed,96,,5,true
NadjaUchoa,_Janoninho,Directed,95,,5,true
zelatorre,_Janoninho,Directed,94,,5,true
paulophb57,_Janoninho,Directed,93,,5,true
adilsonmz,_Janoninho,Directed,92,,5,true
elibarbosa1212,_Janoninho,Directed,91,,5,true
MeziatMarta,_Janoninho,Directed,90,,5,true
robertarocha66,_Janoninho,Directed,89,,5,true
Francis84008209,_Janoninho,Directed,88,,5,true
adsrocha6,_Janoninho,Directed,86,,5,true
DuasVezes1,_Janoninho,Directed,83,,5,true
twittestela,_Janoninho,Directed,82,,5,true
rosielepamela1,_Janoninho,Directed,80,,5,true
VernicaQuadro10,_Janoninho,Directed,78,,5,true
afonsor5hotmai1,_Janoninho,Directed,75,,5,true
AndrRgo1,_Janoninho,Directed,74,,5,true
AnaRuthAlmeida1,_Janoninho,Directed,73,,5,true
ivone_emilia,_Janoninho,Directed,72,,5,true
Anderso74644453,_Janoninho,Directed,71,,5,true
GeovannyLucas8,_Janoninho,Directed,69,,5,true
Cristia46974199,_Janoninho,Directed,68,,5,true
HEY_MALYNE,_Janoninho,Directed,66,,5,true
acquabubbles,_Janoninho,Directed,64,,5,true
EdmarAlves68,_Janoninho,Directed,63,,5,true
MarioOl52769551,_Janoninho,Directed,61,,5,true
Cizinhah,_Janoninho,Directed,59,,6,true
j_racionais,_Janoninho,Directed,58,,6,true
Pitchucky,_Janoninho,Directed,55,,6,true
anabelarosa8,_Janoninho,Directed,54,,6,true
MarioZocc,_Janoninho,Directed,52,,6,true
ObservatorioXX,_Janoninho,Directed,51,,6,true
robledorap,_Janoninho,Directed,50,,6,true
MarciaF84658325,_Janoninho,Directed,49,,6,true
Mc_Dagora,_Janoninho,Directed,48,,6,true
amerciapps,_Janoninho,Directed,47,,6,true
Ademir1956Ap,_Janoninho,Directed,45,,6,true
NadiaMariasol,_Janoninho,Directed,44,,6,true
lucabyluca,_Janoninho,Directed,43,,6,true
tatianemarceli6,_Janoninho,Directed,42,,7,true
gleyseviana_,_Janoninho,Directed,41,,7,true
AyltonBaptista,_Janoninho,Directed,40,,7,true
OliviaM41894619,_Janoninho,Directed,39,,7,true
madelcostas,_Janoninho,Directed,38,,7,true
conciliele,_Janoninho,Directed,37,,7,true
homo10sapiens,_Janoninho,Directed,36,,7,true
Aicram39552326,_Janoninho,Directed,35,,7,true
AntoniadePaula7,_Janoninho,Directed,34,,7,true
vlds_jr,_Janoninho,Directed,31,,7,true
luciah1000,_Janoninho,Directed,28,,7,true
pacato13760420,_Janoninho,Directed,27,,8,true
Ja_nemel,_Janoninho,Directed,26,,8,true
ElianeZandonadi,_Janoninho,Directed,25,,8,true
Repente40,_Janoninho,Directed,24,,8,true
rd12493055,_Janoninho,Directed,23,,8,true
MarcoRS1984,_Janoninho,Directed,22,,8,true
Patrcia01777362,_Janoninho,Directed,21,,9,true
simonegmoreno,_Janoninho,Directed,20,,9,true
AstralSandro,_Janoninho,Directed,19,,9,true
nadiaprado7,_Janoninho,Directed,18,,9,true
LKurudez,_Janoninho,Directed,17,,10,true
ROBERTA57596546,_Janoninho,Directed,16,,10,true
juracema_de,_Janoninho,Directed,14,,10,true
Fabola07797913,_Janoninho,Directed,13,,10,true
AlexBri51894122,_Janoninho,Directed,12,,10,true
ac13131313,_Janoninho,Directed,10,,10,true
BobNoza,_Janoninho,Directed,9,,10,true
gayLulista13,_Janoninho,Directed,8,,11,true
GuedesMyrna,_Janoninho,Directed,4,,12,true
bozo_bot,marcosaraujjoo,Directed,2,,14,true
zz4fap,marcosaraujjoo,Directed,5895,,1,true
Marilyn45591155,marcosaraujjoo,Directed,5882,,1,true
MarcoAntnioDu1,marcosaraujjoo,Directed,5734,,1,true
MercyCordeiro,marcosaraujjoo,Directed,5623,,1,true
MeziatMarta,marcosaraujjoo,Directed,5621,,1,true
Mauro46431491,marcosaraujjoo,Directed,5601,,1,true
Miriamlopesrod1,marcosaraujjoo,Directed,5541,,1,true
Katiasimonegar1,marcosaraujjoo,Directed,5522,,1,true
JoseAnd02793053,marcosaraujjoo,Directed,5400,,1,true
LeneHTrin,marcosaraujjoo,Directed,5237,,1,true
Regina13Ara,marcosaraujjoo,Directed,5071,,1,true
RegBRAJP,marcosaraujjoo,Directed,5067,,1,true
Rob__Rodrigues,marcosaraujjoo,Directed,4903,,1,true
RobertDCRocha,marcosaraujjoo,Directed,4897,,1,true
OliveiraVeri,marcosaraujjoo,Directed,4651,,1,true
ProsecutorMaste,marcosaraujjoo,Directed,4617,,1,true
PrimilaMaria,marcosaraujjoo,Directed,4555,,1,true
BobNoza,marcosaraujjoo,Directed,4409,,1,true
Aleales8,marcosaraujjoo,Directed,4100,,1,true
AgapitoVilson,marcosaraujjoo,Directed,4017,,1,true
4rrud4,marcosaraujjoo,Directed,3996,,1,true
ANTONIOCAJNIOR1,marcosaraujjoo,Directed,3938,,1,true
AnaXataOficial,marcosaraujjoo,Directed,3904,,1,true
AndreaC84000405,marcosaraujjoo,Directed,3863,,1,true
AlvesFilomeno,marcosaraujjoo,Directed,3824,,1,true
FELIPE15109281,marcosaraujjoo,Directed,3715,,1,true
Elzasousa15,marcosaraujjoo,Directed,3589,,1,true
InesveronicaDe2,marcosaraujjoo,Directed,3550,,1,true
DavidSa35681946,marcosaraujjoo,Directed,3388,,1,true
Daniela22338341,marcosaraujjoo,Directed,3365,,1,true
DiegoCabral90,marcosaraujjoo,Directed,3344,,1,true
CrisHaniel1,marcosaraujjoo,Directed,3286,,1,true
lidibatidao,marcosaraujjoo,Directed,3014,,1,true
lembrandoVoce,marcosaraujjoo,Directed,2998,,1,true
lorenai28604404,marcosaraujjoo,Directed,2985,,1,true
katiymaia,marcosaraujjoo,Directed,2910,,1,true
marcia_gueiros,marcosaraujjoo,Directed,2844,,1,true
marioasouza72,marcosaraujjoo,Directed,2794,,1,true
luciah1000,marcosaraujjoo,Directed,2760,,1,true
luisalv010474,marcosaraujjoo,Directed,2698,,1,true
gusta20202,marcosaraujjoo,Directed,2631,,1,true
fmarianoc,marcosaraujjoo,Directed,2519,,1,true
josepasandoval,marcosaraujjoo,Directed,2451,,1,true
juracema_de,marcosaraujjoo,Directed,2440,,1,true
homo10sapiens,marcosaraujjoo,Directed,2408,,1,true
hiago9911,marcosaraujjoo,Directed,2385,,1,true
soraya_naccache,marcosaraujjoo,Directed,2276,,1,true
sa_carlos,marcosaraujjoo,Directed,2189,,1,true
santossonia407,marcosaraujjoo,Directed,2176,,1,true
vlds_jr,marcosaraujjoo,Directed,2137,,1,true
nadiaprado7,marcosaraujjoo,Directed,1923,,1,true
primasilenciosa,marcosaraujjoo,Directed,1776,,1,true
pacato13760420,marcosaraujjoo,Directed,1646,,1,true
ZeliaMaran,marcosaraujjoo,Directed,1597,,1,true
Soraya41633025,marcosaraujjoo,Directed,1258,,1,true
SocaFofoFsa,marcosaraujjoo,Directed,1229,,1,true
Victori23822248,marcosaraujjoo,Directed,1071,,1,true
TniaBarrozo,marcosaraujjoo,Directed,922,,1,true
cmbortowski,marcosaraujjoo,Directed,822,,1,true
eng_kelly,marcosaraujjoo,Directed,726,,1,true
dudinhazinhaq,marcosaraujjoo,Directed,632,,1,true
elianefernandas,marcosaraujjoo,Directed,613,,1,true
edvaldo_fonseca,marcosaraujjoo,Directed,586,,1,true
binyfim,marcosaraujjoo,Directed,549,,1,true
bonequi91,marcosaraujjoo,Directed,471,,1,true
aquino1976,marcosaraujjoo,Directed,437,,1,true
Tatiana73985584,marcosaraujjoo,Directed,344,,2,true
Selma48426844,marcosaraujjoo,Directed,342,,2,true
SirleiFlesch,marcosaraujjoo,Directed,340,,2,true
elizsoares,marcosaraujjoo,Directed,325,,2,true
vaz_eunice,marcosaraujjoo,Directed,320,,2,true
alexand38859437,marcosaraujjoo,Directed,312,,2,true
todaspromocoes,marcosaraujjoo,Directed,299,,2,true
MarcoAn52862258,marcosaraujjoo,Directed,278,,2,true
Andreaasiss0303,marcosaraujjoo,Directed,273,,2,true
Maurici80355597,marcosaraujjoo,Directed,267,,2,true
dayserp1,marcosaraujjoo,Directed,265,,2,true
AndrRgo1,marcosaraujjoo,Directed,261,,2,true
ROBERTA57596546,marcosaraujjoo,Directed,260,,2,true
csilvarego,marcosaraujjoo,Directed,227,,2,true
ElaineC27682379,marcosaraujjoo,Directed,226,,2,true
GirassolBrecho,marcosaraujjoo,Directed,195,,2,true
Bete90071388,marcosaraujjoo,Directed,173,,3,true
celsoli66372142,marcosaraujjoo,Directed,168,,3,true
conciliele,marcosaraujjoo,Directed,164,,3,true
