Source,Target,Type,Id,Label,Weight,filter_keep_edge
badvibeslg,cervejadgarrafa,Directed,389,,1,true
badvibeslg,cesarcalejon1,Directed,386,,1,true
badvibeslg,consallys,Directed,382,,1,true
badvibeslg,DREEZ_171,Directed,380,,1,true
ailtoncasares1,buarqueana13,Directed,1308,,1,true
profvalentimbr,cesarcalejon1,Directed,1748,,1,true
Luizcar20598106,Dan_SK,Directed,5324,,1,true
Luizcar20598106,kelvin_a10,Directed,5323,,1,true
orgulho_2,Adriana_SNN,Directed,1694,,1,true
orgulho_2,BaraoFarias,Directed,1693,,1,true
orgulho_2,BrunoCalixto22,Directed,1691,,1,true
orgulho_2,DanaButlerr,Directed,1690,,1,true
orgulho_2,DireitaMaria,Directed,1689,,1,true
orgulho_2,EMorengueira,Directed,1688,,1,true
orgulho_2,Ebenezer0102,Directed,1687,,1,true
orgulho_2,Elainnefaria1,Directed,1686,,1,true
orgulho_2,FelipeFrazaorj,Directed,1685,,1,true
orgulho_2,FranLSNeto,Directed,1684,,1,true
orgulho_2,HelenaMeis,Directed,1683,,1,true
orgulho_2,DadsDaughter777,Directed,1682,,1,true
orgulho_2,Lindasod,Directed,1681,,1,true
orgulho_2,RozanaFranco,Directed,1659,,1,true
orgulho_2,UdaJuris2022,Directed,1658,,1,true
orgulho_2,Wallcostajf,Directed,1657,,1,true
orgulho_2,WillianWillCG,Directed,1634,,1,true
orgulho_2,addrianomax,Directed,1633,,1,true
orgulho_2,anascherer83,Directed,1632,,1,true
orgulho_2,aro_marcia,Directed,1631,,1,true
orgulho_2,cpavanini,Directed,1630,,1,true
orgulho_2,joaoeliud,Directed,1629,,1,true
orgulho_2,joaovoltou,Directed,1628,,1,true
orgulho_2,leojardels,Directed,1627,,1,true
orgulho_2,lira9344529,Directed,1626,,1,true
orgulho_2,martinha17_,Directed,1625,,1,true
orgulho_2,um_forte,Directed,1624,,1,true
orgulho_2,GgmAndrews,Directed,187,,2,true
Meginec,GgmAndrews,Directed,5596,,1,true
LeandroTrajano8,GgmAndrews,Directed,5477,,1,true
JandadaRosange1,GgmAndrews,Directed,5422,,1,true
Malu230711,GgmAndrews,Directed,5292,,1,true
MarabesiLeila,GgmAndrews,Directed,5276,,1,true
Rob__Rodrigues,GgmAndrews,Directed,4872,,1,true
Oniramleffe,GgmAndrews,Directed,4666,,1,true
Historiador55,GgmAndrews,Directed,3529,,1,true
Elianadiniz85,GgmAndrews,Directed,3131,,1,true
DruzianMonica,GgmAndrews,Directed,3110,,1,true
ghabi_marques,GgmAndrews,Directed,2663,,1,true
soobser_23,GgmAndrews,Directed,2246,,1,true
meihirataa,GgmAndrews,Directed,1867,,1,true
WritterAnaLuiza,GgmAndrews,Directed,1462,,1,true
Waldenilsonrobe,GgmAndrews,Directed,1450,,1,true
ana_282828,GgmAndrews,Directed,1424,,1,true
13Danreis,GgmAndrews,Directed,576,,1,true
binyfim,GgmAndrews,Directed,563,,1,true
SimonepbiSimone,GgmAndrews,Directed,334,,2,true
Arnaldo96251489,GgmAndrews,Directed,249,,2,true
Geovana_alves33,John_N4varro,Directed,3478,,1,true
Geovana_alves33,aro_marcia,Directed,3477,,1,true
Geovana_alves33,goncalves273,Directed,3476,,1,true
Geovana_alves33,lugubremonotomo,Directed,3475,,1,true
Geovana_alves33,marianelazaro,Directed,3474,,1,true
Geovana_alves33,Suzano_info,Directed,188,,2,true
MarizaSantiago5,Suzano_info,Directed,5853,,1,true
MariaCeciliaSM3,Suzano_info,Directed,5809,,1,true
Marcinha_Mazz,Suzano_info,Directed,5795,,1,true
MarceloASCWB,Suzano_info,Directed,5780,,1,true
NatyeMew,Suzano_info,Directed,5712,,1,true
MyCat_mycat2,Suzano_info,Directed,5691,,1,true
NaPadrao,Suzano_info,Directed,5676,,1,true
NovacSil,Suzano_info,Directed,5651,,1,true
MeireMe22166878,Suzano_info,Directed,5592,,1,true
Murilr85652911,Suzano_info,Directed,5566,,1,true
Moraes09095330,Suzano_info,Directed,5561,,1,true
MitsuhiroFF,Suzano_info,Directed,5547,,1,true
Karinaadrianoa1,Suzano_info,Directed,5533,,1,true
KarinaBraganca,Suzano_info,Directed,5529,,1,true
KathalinyMedei1,Suzano_info,Directed,5519,,1,true
Juu21Ary30,Suzano_info,Directed,5502,,1,true
JulianiMed,Suzano_info,Directed,5497,,1,true
LauraApGC1,Suzano_info,Directed,5491,,1,true
Le_lmfsl,Suzano_info,Directed,5475,,1,true
Laine35214984,Suzano_info,Directed,5473,,1,true
Jul1Buss,Suzano_info,Directed,5451,,1,true
Jenni_stav,Suzano_info,Directed,5443,,1,true
JandadaRosange1,Suzano_info,Directed,5418,,1,true
JoelmaMaleoj,Suzano_info,Directed,5405,,1,true
JrHellcife,Suzano_info,Directed,5390,,1,true
JrKuwahara,Suzano_info,Directed,5388,,1,true
JosCarlosCustd3,Suzano_info,Directed,5380,,1,true
Leidian40050346,Suzano_info,Directed,5359,,1,true
MILIANC6,Suzano_info,Directed,5340,,1,true
Marangon23,Suzano_info,Directed,5312,,1,true
Lucyvieira7,Suzano_info,Directed,5271,,1,true
LeloCamargo1,Suzano_info,Directed,5244,,1,true
LuciaSampaio28,Suzano_info,Directed,5224,,1,true
LuSaporiBrasil,Suzano_info,Directed,5203,,1,true
LidiaConta,Suzano_info,Directed,5198,,1,true
LopesGyn2,Suzano_info,Directed,5187,,1,true
RitaPontes11,Suzano_info,Directed,5124,,1,true
Ricardohmoreir1,Suzano_info,Directed,5097,,1,true
Regina90809332,Suzano_info,Directed,5081,,1,true
RenildoBrito5,Suzano_info,Directed,5041,,1,true
Renata20232024,Suzano_info,Directed,5008,,1,true
Ritadec43525725,Suzano_info,Directed,5002,,1,true
RoseSantAnnaVi1,Suzano_info,Directed,4976,,1,true
SOS_FFAA_2023,Suzano_info,Directed,4929,,1,true
RobenildoOlive7,Suzano_info,Directed,4909,,1,true
Rob__Rodrigues,Suzano_info,Directed,4891,,1,true
Robson_Cucco,Suzano_info,Directed,4825,,1,true
PatGouveiataoky,Suzano_info,Directed,4819,,1,true
Patrici92148197,Suzano_info,Directed,4758,,1,true
OsmarCordeiro5,Suzano_info,Directed,4733,,1,true
OriettaDo,Suzano_info,Directed,4670,,1,true
Ravelo_Mortimer,Suzano_info,Directed,4569,,1,true
Peter78840211,Suzano_info,Directed,4536,,1,true
PolimLimeira,Suzano_info,Directed,4502,,1,true
Benedit74003442,Suzano_info,Directed,4447,,1,true
BertoniLeo,Suzano_info,Directed,4420,,1,true
AnjoDigital22,Suzano_info,Directed,4364,,1,true
AnnaMaciel13,Suzano_info,Directed,4363,,1,true
Andress01675173,Suzano_info,Directed,4336,,1,true
Annotata1,Suzano_info,Directed,4333,,1,true
Antonio22759110,Suzano_info,Directed,4304,,1,true
ArivandaSantana,Suzano_info,Directed,4297,,1,true
CinthiaMagal,Suzano_info,Directed,4220,,1,true
Choe2022,Suzano_info,Directed,4212,,1,true
CalM29541309,Suzano_info,Directed,4152,,1,true
CarloGuida22,Suzano_info,Directed,4134,,1,true
CamilaValria8,Suzano_info,Directed,4129,,1,true
CameriniDev,Suzano_info,Directed,4112,,1,true
Alessan51716001,Suzano_info,Directed,4056,,1,true
Alessan32561408,Suzano_info,Directed,4042,,1,true
2Vsft,Suzano_info,Directed,3988,,1,true
AUGUSTOBISPO01,Suzano_info,Directed,3933,,1,true
Analu63605234,Suzano_info,Directed,3900,,1,true
Andra82467853,Suzano_info,Directed,3850,,1,true
AndreRiemma,Suzano_info,Directed,3846,,1,true
AndreTGomesdeSa,Suzano_info,Directed,3843,,1,true
AmandaArielArt1,Suzano_info,Directed,3823,,1,true
AnaLhMiranda1,Suzano_info,Directed,3791,,1,true
AnaCris58562690,Suzano_info,Directed,3771,,1,true
AmaralLeda,Suzano_info,Directed,3765,,1,true
FaoliRicco,Suzano_info,Directed,3739,,1,true
Fernand62758274,Suzano_info,Directed,3728,,1,true
FlavioErich,Suzano_info,Directed,3698,,1,true
FlavioS1971,Suzano_info,Directed,3685,,1,true
Flavi_Franca,Suzano_info,Directed,3683,,1,true
Fernandohjus,Suzano_info,Directed,3665,,1,true
Elisinha_BR,Suzano_info,Directed,3639,,1,true
HelioKieras,Suzano_info,Directed,3541,,1,true
IsabelMRVeiga1,Suzano_info,Directed,3527,,1,true
JLefani,Suzano_info,Directed,3518,,1,true
JOAOACOSTA19,Suzano_info,Directed,3514,,1,true
JAIRNUBIALIMA,Suzano_info,Directed,3505,,1,true
Gilbert63577801,Suzano_info,Directed,3467,,1,true
Gabicryso,Suzano_info,Directed,3451,,1,true
Gustavo18476486,Suzano_info,Directed,3425,,1,true
GutoVioleiro,Suzano_info,Directed,3422,,1,true
HelenaD92072738,Suzano_info,Directed,3418,,1,true
GustavoPecorino,Suzano_info,Directed,3416,,1,true
DeiaOliver13,Suzano_info,Directed,3380,,1,true
DelfinoHannah,Suzano_info,Directed,3370,,1,true
DannyOrmelli,Suzano_info,Directed,3358,,1,true
DelmiraMathias,Suzano_info,Directed,3346,,1,true
DirceuCelini,Suzano_info,Directed,3330,,1,true
DiegoCabral90,Suzano_info,Directed,3324,,1,true
CostaReservista,Suzano_info,Directed,3297,,1,true
CrisMFFreitas,Suzano_info,Directed,3284,,1,true
CludiaMascaren6,Suzano_info,Directed,3266,,1,true
DKen79857614,Suzano_info,Directed,3215,,1,true
Edson34167717,Suzano_info,Directed,3200,,1,true
Ecletica1,Suzano_info,Directed,3188,,1,true
Ediene98043039,Suzano_info,Directed,3183,,1,true
EduardofmbMD,Suzano_info,Directed,3168,,1,true
EMorengueira,Suzano_info,Directed,3064,,1,true
liberdadeaopovo,Suzano_info,Directed,3019,,1,true
lu_pollas,Suzano_info,Directed,2980,,1,true
lublanche,Suzano_info,Directed,2975,,1,true
lordeCollares,Suzano_info,Directed,2952,,1,true
lelacohen,Suzano_info,Directed,2944,,1,true
klausadico,Suzano_info,Directed,2937,,1,true
keitiane_garcia,Suzano_info,Directed,2905,,1,true
leandrocozer,Suzano_info,Directed,2897,,1,true
mandinhaeeyru,Suzano_info,Directed,2818,,1,true
marianatatcher,Suzano_info,Directed,2778,,1,true
lucsandart,Suzano_info,Directed,2758,,1,true
lucas_simon1324,Suzano_info,Directed,2742,,1,true
luciafcbarbosa,Suzano_info,Directed,2728,,1,true
madalena_izabel,Suzano_info,Directed,2704,,1,true
guiferreiracode,Suzano_info,Directed,2612,,1,true
giorismarm,Suzano_info,Directed,2609,,1,true
fd2011_1,Suzano_info,Directed,2568,,1,true
fbarbosarjbr,Suzano_info,Directed,2558,,1,true
jcsobralchagas,Suzano_info,Directed,2471,,1,true
jean_c_d_,Suzano_info,Directed,2468,,1,true
jjunior19715870,Suzano_info,Directed,2427,,1,true
jchaves1111,Suzano_info,Directed,2412,,1,true
humbertob209,Suzano_info,Directed,2400,,1,true
igor_piratini,Suzano_info,Directed,2398,,1,true
socorro62653109,Suzano_info,Directed,2314,,1,true
taldageo,Suzano_info,Directed,2262,,1,true
soobser_23,Suzano_info,Directed,2242,,1,true
saporito_andre,Suzano_info,Directed,2174,,1,true
rudneygr,Suzano_info,Directed,2161,,1,true
vpmscelso,Suzano_info,Directed,2129,,1,true
wacolan,Suzano_info,Directed,2102,,1,true
rodferreirasouz,Suzano_info,Directed,2058,,1,true
twitLacro,Suzano_info,Directed,2040,,1,true
vanercarmo,Suzano_info,Directed,1980,,1,true
neide_vp,Suzano_info,Directed,1887,,1,true
natanael14107,Suzano_info,Directed,1882,,1,true
mauricioprimo11,Suzano_info,Directed,1875,,1,true
monemazza,Suzano_info,Directed,1829,,1,true
monteiro_marci,Suzano_info,Directed,1821,,1,true
mirllaborgees,Suzano_info,Directed,1814,,1,true
nilo_casemiro,Suzano_info,Directed,1791,,1,true
prixx_piu,Suzano_info,Directed,1775,,1,true
pedelouro_elton,Suzano_info,Directed,1760,,1,true
pinkylvtc,Suzano_info,Directed,1759,,1,true
peleperfeita,Suzano_info,Directed,1758,,1,true
ritaderibeiro,Suzano_info,Directed,1737,,1,true
roberto14874577,Suzano_info,Directed,1734,,1,true
raquel_bernarda,Suzano_info,Directed,1722,,1,true
reinaldo6763,Suzano_info,Directed,1718,,1,true
paula37095125,Suzano_info,Directed,1641,,1,true
p_paula11,Suzano_info,Directed,1617,,1,true
ZadraDaniele,Suzano_info,Directed,1591,,1,true
YuriSCavalcante,Suzano_info,Directed,1577,,1,true
Xulalazct,Suzano_info,Directed,1549,,1,true
_Fran_Marinha,Suzano_info,Directed,1537,,1,true
WerbitchonA,Suzano_info,Directed,1477,,1,true
Wereszk,Suzano_info,Directed,1476,,1,true
Wagnerhipolito6,Suzano_info,Directed,1458,,1,true
andreco10170325,Suzano_info,Directed,1393,,1,true
andreccaldeira,Suzano_info,Directed,1386,,1,true
andre_cassio,Suzano_info,Directed,1360,,1,true
abneralvsf,Suzano_info,Directed,1327,,1,true
abnersantosfre,Suzano_info,Directed,1323,,1,true
acaciaguerra_,Suzano_info,Directed,1318,,1,true
alexcarv72,Suzano_info,Directed,1303,,1,true
alinepsn_,Suzano_info,Directed,1288,,1,true
Snia04163782,Suzano_info,Directed,1237,,1,true
THAISOL25319575,Suzano_info,Directed,1207,,1,true
Silva191485,Suzano_info,Directed,1166,,1,true
SilviaCavalca11,Suzano_info,Directed,1109,,1,true
TainarhLauren,Suzano_info,Directed,1088,,1,true
Vanessa41504968,Suzano_info,Directed,1087,,1,true
VarisonAndressa,Suzano_info,Directed,1085,,1,true
Valdete51335983,Suzano_info,Directed,1059,,1,true
ValerioWaldir22,Suzano_info,Directed,1051,,1,true
ValentimIldeja5,Suzano_info,Directed,1048,,1,true
Teste57663389,Suzano_info,Directed,990,,1,true
curimim,Suzano_info,Directed,886,,1,true
cynthiafdlima69,Suzano_info,Directed,882,,1,true
dacioneto,Suzano_info,Directed,878,,1,true
djferne2022,Suzano_info,Directed,862,,1,true
deciomiranda00,Suzano_info,Directed,847,,1,true
dede_pepper,Suzano_info,Directed,844,,1,true
claricekrohn,Suzano_info,Directed,808,,1,true
euvaldojr,Suzano_info,Directed,677,,1,true
edcar1811,Suzano_info,Directed,641,,1,true
eliza_junior,Suzano_info,Directed,604,,1,true
elA58735258,Suzano_info,Directed,600,,1,true
betobraga14,Suzano_info,Directed,528,,1,true
brasilacim,Suzano_info,Directed,505,,1,true
bonvivantpb,Suzano_info,Directed,468,,1,true
babyceara,Suzano_info,Directed,440,,1,true
baboes69,Suzano_info,Directed,428,,1,true
argentina_info2,Suzano_info,Directed,427,,1,true
aurinetelemos,Suzano_info,Directed,408,,1,true
carrosstal,Suzano_info,Directed,368,,1,true
lzaana_hotmail,Suzano_info,Directed,359,,2,true
helenrvitorino,Suzano_info,Directed,353,,2,true
AnaPaul00036619,Suzano_info,Directed,349,,2,true
JosephP16662786,Suzano_info,Directed,348,,2,true
TerereTradicao,Suzano_info,Directed,341,,2,true
lucearaujo,Suzano_info,Directed,339,,2,true
SrtaElisMontei1,Suzano_info,Directed,305,,2,true
IvanMor44139289,Suzano_info,Directed,298,,2,true
Roberta89808625,Suzano_info,Directed,294,,2,true
ivanxavierlima1,Suzano_info,Directed,282,,2,true
RacylleThainna,Suzano_info,Directed,269,,2,true
Raquelperess22,Suzano_info,Directed,250,,2,true
RealMeDT,Suzano_info,Directed,248,,2,true
Marlene65162860,Suzano_info,Directed,234,,2,true
Yenor_lanoican,Suzano_info,Directed,214,,2,true
AnderTorres5,Suzano_info,Directed,207,,2,true
sheila_sadaf,Suzano_info,Directed,190,,2,true
PatGouveiataoky,RejaneBP38,Directed,4821,,1,true
PatGouveiataoky,Sampafalke,Directed,4820,,1,true
PatGouveiataoky,Tio_Mou,Directed,4818,,1,true
PatGouveiataoky,Wagner_R_O,Directed,4817,,1,true
PatGouveiataoky,cardoso_boni,Directed,4816,,1,true
PatGouveiataoky,carlasonzaa,Directed,4815,,1,true
PatGouveiataoky,evandrosjc1,Directed,4814,,1,true
PatGouveiataoky,Paulo_Dupont,Directed,4813,,1,true
PatGouveiataoky,goncalves273,Directed,4812,,1,true
PatGouveiataoky,joaovoltou,Directed,4811,,1,true
PatGouveiataoky,linapaulaqueir1,Directed,4810,,1,true
PatGouveiataoky,lira9344529,Directed,4809,,1,true
PatGouveiataoky,maxcilenealves4,Directed,4808,,1,true
PatGouveiataoky,rexbonafide,Directed,4807,,1,true
PatGouveiataoky,sueli06832725,Directed,4806,,1,true
PatGouveiataoky,vanete_araujo,Directed,4805,,1,true
PatGouveiataoky,vanzuty,Directed,4804,,1,true
PatGouveiataoky,jeje_cricri,Directed,4803,,1,true
PatGouveiataoky,PauloRo67507775,Directed,4801,,1,true
PatGouveiataoky,MarloneBHMG,Directed,4800,,1,true
PatGouveiataoky,Amoresvidafeliz,Directed,4792,,1,true
PatGouveiataoky,MauricioCostaRS,Directed,4791,,1,true
PatGouveiataoky,AppelLuciano,Directed,4790,,1,true
PatGouveiataoky,DruzianMonica,Directed,4789,,1,true
PatGouveiataoky,EMorengueira,Directed,4788,,1,true
PatGouveiataoky,E_PaKabah,Directed,4787,,1,true
PatGouveiataoky,EduPatricioSP,Directed,4786,,1,true
PatGouveiataoky,FelipZimmer,Directed,4785,,1,true
PatGouveiataoky,JoaquinTeixeira,Directed,4784,,1,true
PatGouveiataoky,John_N4varro,Directed,4783,,1,true
PatGouveiataoky,Lindasod,Directed,4782,,1,true
PatGouveiataoky,BaraoFarias,Directed,4781,,1,true
PatGouveiataoky,marcoaurelio969,Directed,189,,2,true
MassisanaLima,marcoaurelio969,Directed,5849,,1,true
MarcoElizaSil,marcoaurelio969,Directed,5760,,1,true
NatyeMew,marcoaurelio969,Directed,5707,,1,true
ReginaLucia,marcoaurelio969,Directed,5074,,1,true
Robson_Cucco,marcoaurelio969,Directed,4867,,1,true
Oniramleffe,marcoaurelio969,Directed,4678,,1,true
ALDOBELLELI,marcoaurelio969,Directed,3998,,1,true
DruzianMonica,marcoaurelio969,Directed,3049,,1,true
leandrocozer,marcoaurelio969,Directed,2896,,1,true
ghabi_marques,marcoaurelio969,Directed,2661,,1,true
renatarecreio,marcoaurelio969,Directed,1712,,1,true
paulofs2002,marcoaurelio969,Directed,1701,,1,true
angelamariazach,marcoaurelio969,Directed,1376,,1,true
sheila_sadaf,JoaquinTeixeira,Directed,2289,,1,true
sheila_sadaf,Wallcostajf,Directed,2288,,1,true
sheila_sadaf,aro_marcia,Directed,2287,,1,true
sheila_sadaf,Edu210670,Directed,2281,,1,true
ootremcaioxx,daniduncan,Directed,1700,,1,true
ootremcaioxx,euailze,Directed,1699,,1,true
ootremcaioxx,lazarorosa25,Directed,1698,,1,true
ootremcaioxx,lolaescreva,Directed,1697,,1,true
ootremcaioxx,consallys,Directed,1692,,1,true
ootremcaioxx,cesarcalejon1,Directed,1680,,1,true
ootremcaioxx,buarqueana13,Directed,1679,,1,true
ootremcaioxx,cervejadgarrafa,Directed,1670,,1,true
ootremcaioxx,CrisSilvaSJC,Directed,1664,,1,true
ootremcaioxx,MarcelaSaraivas,Directed,1663,,1,true
ootremcaioxx,WalterS30842644,Directed,1662,,1,true
ootremcaioxx,adamoantonioni,Directed,1661,,1,true
MDu2022,zurenemanique,Directed,5354,,1,true
BlendaKelly3,DREEZ_171,Directed,4418,,1,true
BlendaKelly3,buarqueana13,Directed,4417,,1,true
BlendaKelly3,euailze,Directed,4416,,1,true
BlendaKelly3,jeje_cricri,Directed,4415,,1,true
BlendaKelly3,lolaescreva,Directed,4414,,1,true
clarahcantunes,LeandroMTakano,Directed,807,,1,true
clarahcantunes,NikoIasFerreira,Directed,806,,1,true
clarahcantunes,Oconservador38,Directed,805,,1,true
clarahcantunes,Sampafalke,Directed,804,,1,true
clarahcantunes,SillvaDanizinha,Directed,803,,1,true
clarahcantunes,Tricolorspfc00,Directed,802,,1,true
clarahcantunes,Wallcostajf,Directed,801,,1,true
clarahcantunes,aro_marcia,Directed,800,,1,true
clarahcantunes,arrudamarlon_,Directed,799,,1,true
clarahcantunes,eoliveira2003,Directed,798,,1,true
clarahcantunes,gabrielpaulo221,Directed,797,,1,true
clarahcantunes,goncalves273,Directed,796,,1,true
clarahcantunes,lugubremonotomo,Directed,795,,1,true
clarahcantunes,marianelazaro,Directed,794,,1,true
clarahcantunes,mjmacul_lima,Directed,793,,1,true
clarahcantunes,vanete_araujo,Directed,792,,1,true
clarahcantunes,Fran_apropria,Directed,589,,1,true
clarahcantunes,Edu210670,Directed,578,,1,true
clarahcantunes,AndreaDamasce18,Directed,490,,1,true
clarahcantunes,vanzuty,Directed,215,,2,true
clarahcantunes,PatriaAmada0709,Directed,194,,2,true
PatriaAmada0709,CinthiaMagal,Directed,4749,,1,true
PatriaAmada0709,DCDM115,Directed,4748,,1,true
PatriaAmada0709,Edu210670,Directed,4747,,1,true
PatriaAmada0709,FelipZimmer,Directed,4746,,1,true
PatriaAmada0709,JoaquinTeixeira,Directed,4745,,1,true
PatriaAmada0709,John_N4varro,Directed,4744,,1,true
PatriaAmada0709,Kaiqueporto32,Directed,4743,,1,true
PatriaAmada0709,Lindasod,Directed,4742,,1,true
PatriaAmada0709,Luisoli21929060,Directed,4741,,1,true
PatriaAmada0709,joaovoltou,Directed,4740,,1,true
Murilr85652911,PatriaAmada0709,Directed,5568,,1,true
M43517356Maria,PatriaAmada0709,Directed,5320,,1,true
RealMeDT,PatriaAmada0709,Directed,4560,,1,true
HumbertoSozo,PatriaAmada0709,Directed,3560,,1,true
viana_lapolli,PatriaAmada0709,Directed,2117,,1,true
netoguerraaa,PatriaAmada0709,Directed,1922,,1,true
andrew_cid,PatriaAmada0709,Directed,1388,,1,true
elvisgopr,PatriaAmada0709,Directed,739,,1,true
Ribeirao1000,PatriaAmada0709,Directed,352,,2,true
AndrCGalvez1,lelacohen,Directed,3906,,1,true
AndrCGalvez1,Fran_apropria,Directed,3905,,1,true
AndrCGalvez1,joelmonteyro,Directed,3896,,1,true
AndrCGalvez1,AndreLuisfr22,Directed,3887,,1,true
AndrCGalvez1,aro_marcia,Directed,197,,2,true
MassisanaLima,aro_marcia,Directed,5850,,1,true
Math_CEC,aro_marcia,Directed,5841,,1,true
MarcoElizaSil,aro_marcia,Directed,5741,,1,true
Murilr85652911,aro_marcia,Directed,5628,,1,true
Michele17287600,aro_marcia,Directed,5620,,1,true
Mrcio64127330,aro_marcia,Directed,5581,,1,true
LauraApGC1,aro_marcia,Directed,5490,,1,true
JandadaRosange1,aro_marcia,Directed,5416,,1,true
MacielRafante,aro_marcia,Directed,5342,,1,true
Malu230711,aro_marcia,Directed,5291,,1,true
LeloCamargo1,aro_marcia,Directed,5243,,1,true
Rhcavalieregama,aro_marcia,Directed,5169,,1,true
RioAiruma,aro_marcia,Directed,5135,,1,true
ReginaLucia,aro_marcia,Directed,5075,,1,true
Reginal14480771,aro_marcia,Directed,5017,,1,true
S2Angel1234,aro_marcia,Directed,4991,,1,true
SOS_FFAA_2023,aro_marcia,Directed,4926,,1,true
Rob__Rodrigues,aro_marcia,Directed,4892,,1,true
PRETORIBEIROPR1,aro_marcia,Directed,4798,,1,true
RealMeDT,aro_marcia,Directed,4558,,1,true
PraianoLUIZH,aro_marcia,Directed,4497,,1,true
BawiGoncalves,aro_marcia,Directed,4454,,1,true
BrenoETSantiago,aro_marcia,Directed,4406,,1,true
Arnaldo96251489,aro_marcia,Directed,4318,,1,true
Cassiaholecko,aro_marcia,Directed,4276,,1,true
CarlosR68404460,aro_marcia,Directed,4260,,1,true
CalM29541309,aro_marcia,Directed,4127,,1,true
Alessan51716001,aro_marcia,Directed,4055,,1,true
Alessan32561408,aro_marcia,Directed,4053,,1,true
AlexFBar,aro_marcia,Directed,4048,,1,true
AledrDrumond,aro_marcia,Directed,4035,,1,true
AnderTorres5,aro_marcia,Directed,3889,,1,true
AnaCris58562690,aro_marcia,Directed,3773,,1,true
Fernand6795377,aro_marcia,Directed,3673,,1,true
Hemer22aconta,aro_marcia,Directed,3532,,1,true
IvanMor44139289,aro_marcia,Directed,3489,,1,true
HelenaL78714032,aro_marcia,Directed,3480,,1,true
DiegoCabral90,aro_marcia,Directed,3337,,1,true
DIASYVES,aro_marcia,Directed,3216,,1,true
Elianadiniz85,aro_marcia,Directed,3165,,1,true
laisrungria,aro_marcia,Directed,2861,,1,true
lucearaujo,aro_marcia,Directed,2731,,1,true
ghmacambira,aro_marcia,Directed,2634,,1,true
helisimulator,aro_marcia,Directed,2618,,1,true
gaivotabranca,aro_marcia,Directed,2542,,1,true
jeanpsebastiao,aro_marcia,Directed,2498,,1,true
ivanxavierlima1,aro_marcia,Directed,2346,,1,true
simoes_cassiano,aro_marcia,Directed,2321,,1,true
sumidamancini,aro_marcia,Directed,2268,,1,true
susana_schmoell,aro_marcia,Directed,2259,,1,true
vnia_wenzel1,aro_marcia,Directed,2132,,1,true
viana_lapolli,aro_marcia,Directed,2113,,1,true
wagnerlbc,aro_marcia,Directed,2069,,1,true
valentinameyer,aro_marcia,Directed,1983,,1,true
newswordbrazil,aro_marcia,Directed,1907,,1,true
pcemig78,aro_marcia,Directed,1762,,1,true
ramosdopiaty,aro_marcia,Directed,1747,,1,true
ritaderibeiro,aro_marcia,Directed,1745,,1,true
almir140771,aro_marcia,Directed,1415,,1,true
anisioamaral,aro_marcia,Directed,1380,,1,true
alexcarv72,aro_marcia,Directed,1302,,1,true
alexalves198889,aro_marcia,Directed,1285,,1,true
Sugahara80,aro_marcia,Directed,1215,,1,true
Valriasilvestr4,aro_marcia,Directed,1049,,1,true
Tatyana96116871,aro_marcia,Directed,1000,,1,true
djferne2022,aro_marcia,Directed,861,,1,true
cptadriano2023,aro_marcia,Directed,774,,1,true
dornele6,aro_marcia,Directed,745,,1,true
edcar1811,aro_marcia,Directed,643,,1,true
baboes69,aro_marcia,Directed,450,,1,true
argentina_info2,aro_marcia,Directed,414,,1,true
M43517356Maria,arilluz,Directed,5337,,1,true
M43517356Maria,vanete_araujo,Directed,5328,,1,true
M43517356Maria,BarretoAdriana6,Directed,5322,,1,true
M43517356Maria,CinthiaMagal,Directed,5321,,1,true
M43517356Maria,UdaJuris2022,Directed,5319,,1,true
M43517356Maria,JoaquinTeixeira,Directed,201,,2,true
MatildeMarly,JoaquinTeixeira,Directed,5840,,1,true
MariaCeciliaSM3,JoaquinTeixeira,Directed,5807,,1,true
MarcoVilla68,JoaquinTeixeira,Directed,5754,,1,true
Marcosboniatti,JoaquinTeixeira,Directed,5748,,1,true
MarcusM28711650,JoaquinTeixeira,Directed,5746,,1,true
MarcoElizaSil,JoaquinTeixeira,Directed,5725,,1,true
MyCat_mycat2,JoaquinTeixeira,Directed,5692,,1,true
Nem_liga,JoaquinTeixeira,Directed,5673,,1,true
Nilzapasros,JoaquinTeixeira,Directed,5641,,1,true
Mil56035912,JoaquinTeixeira,Directed,5616,,1,true
Murilr85652911,JoaquinTeixeira,Directed,5573,,1,true
MitsuhiroFF,JoaquinTeixeira,Directed,5551,,1,true
MarceloASCWB,JoaquinTeixeira,Directed,5540,,1,true
KarineL78420859,JoaquinTeixeira,Directed,5532,,1,true
KathalinyMedei1,JoaquinTeixeira,Directed,5528,,1,true
Laudemiro2011,JoaquinTeixeira,Directed,5492,,1,true
Le_lmfsl,JoaquinTeixeira,Directed,5484,,1,true
JocianeZwercho4,JoaquinTeixeira,Directed,5436,,1,true
JandadaRosange1,JoaquinTeixeira,Directed,5420,,1,true
JcndoAmaral,JoaquinTeixeira,Directed,5409,,1,true
Jotacesse,JoaquinTeixeira,Directed,5396,,1,true
JoysseReis,JoaquinTeixeira,Directed,5393,,1,true
MILIANC6,JoaquinTeixeira,Directed,5349,,1,true
Ma76340532Paulo,JoaquinTeixeira,Directed,5348,,1,true
MacielRafante,JoaquinTeixeira,Directed,5346,,1,true
